question_id	topic_id	question_text	answer_id	answer_text	is_correct_answer
75	7	Антидотом при отравлении метанолом является                                 	1	ацетил-цистеин	0
76	8	Защитные системы организма представлены	1	Клеточным иммунитетом	1
77	8	К нейромедиаторам относят	1	Адреналин	1
78	8	Процессы старения контролируются	1	Генами митохондрий	0
79	8	Клинико-диагностическое значение имеет определение в плазме крови белков	1	Альбумина	1
80	8	Наиболее выраженное повышение уровня С-реактивного  белка наблюдают при	1	Вирусных инфекциях	0
81	8	Антигены — это	1	Вещества, способные вызывать иммунный ответ	1
82	8	Основной углевод крови это	1	D- Фруктоза	0
83	8	Вся соединительная ткань содержит	1	Мукополисахариды	1
84	8	Факторы риска для развития атеросклероза	1	Повышенный уровень липопротеидов низкой плотности	1
85	8	Геном человека - это	1	Весь объем наследственной информации, необходимой для развития организма	1
86	8	Секвенирование ДНК используется в диагностике	1	ВИЧ-инфекции	1
87	8	К методам молекулярной биологии относятся	1	Физические	1
88	8	Основным методом  молекулярной и генетической диагностики является	1	Полимеразная цепная реакция (ПЦР)	1
89	8	Технологии прижизненной визуализации in vivo 	1	Магнитнорезонансная томография	1
90	9	Личность - это:	1	отдельный человек, рассматриваемый как уникальная совокупность его врождённых и приобретённых качеств	0
91	9	Характер - это	1	разновидность стремлений и увлечений человека, разнообразие деятельности	0
92	9	Психосоматическая медицина 	1	изучает связи между личностными качествами и психологическими состояниями	1
93	9	Психологические защиты личности:	1	работают в той или иной мере у любого человека	1
94	9	Социальная сущность профессии врача предполагает:	1	толерантность	1
95	9	Общение выполняет следующие функции:	1	формирующую	1
96	9	Коммуникативный барьер возникает по причинам:	1	психологическим	1
97	9	Обратная связь в общении способствует:	1	лучшему пониманию партнеров	1
98	9	К ошибкам слушания относятся:	1	выспрашивание	0
99	9	Косвенная обратная связь в общении	1	завуалированнная форма передачи партнеру психологической информации	1
100	9	В структуре общения выделяют:	1	коммуникативную сторону	1
101	9	Компетентность - это:	1	перечень знаний и умений, которыми должен владеть работник	0
102	9	Умение это:	1	действие, ставшее потребностью человека	0
103	9	Преподавание - это:	1	упорядоченная деятельность педагога по реализации цели обучения, обеспечение информирования, воспитания, осознания и практического применения знаний.	1
104	9	К методам формирования сознания личности относятся:	1	рассказ, лекция, беседа, внушение, диспут, пример.	0
105	9	Методы обучения в дидактике позволяют ответить на вопрос:	1	зачем учить	0
106	9	Понятие в обучении - это важнейший элемент	1	восприятия	0
107	9	Метод конкретных ситуаций строится на основе разбора:	1	реальных случаев из практики обучающихся	0
108	9	Учебный процесс - это:	1	дидактически обоснованные способы усвоения содержания конкретных учебных предметов	0
109	9	Невербальная коммуникация - это процесс общения с помощью:	1	языка	0
110	9	Способности определяются как…:	1	индивидуально-психологические особенности человека, обеспечивающие успех в деятельности	1
111	9	 К методам убеждения относятся:	1	диспут	0
112	10	Понятие Информационная безопасность формируют:	1	комплекс организационно-технических мероприятий, обеспечивающих целостность данных и конфиденциальность информации	0
113	10	Если пациент хочет помимо электронной амбулаторной карты вести бумажный её вариант:	1	он справедливо считает, что это происходит автоматически	0
114	10	Объектом описания технологических информационных медицинских систем (ТИМС) является:	1	человек (пациент)	1
115	10	Объектом описания статистико-аналитических информационных медицинских систем (САМС) является:	1	медицинские организации, различные органы управления здравоохранением	0
116	10	Объектом описания справочно-информационных медицинских информационных систем являются:	1	виды справочной медицинской информации	1
117	10	Целью Федерального закона №152-ФЗ является: 	1	обеспечение защиты прав и свобод человека и гражданина при обработке его персональных данных	1
118	10	Медицинские информационные системы (МИСы) - это	1	системы, основной функцией которых является накопление данных и информации	1
119	10	Сетевой этикет как набор правил для уважительного и уместного общения в интернете:	1	юридически утверждённая норма общения	0
120	10	Согласно приказу Минздрава РФ от 7 сентября 2020г. №947н «Об утверждении Порядка организации системы документооборота в сфере охраны здоровья в части ведения медицинской документации в форме электронных документов»:	1	медицинская организация обязана вести ЭДО	0
121	10	Приказ Минздрава РФ от 30 ноября 2017 года №965н «Об утверждении порядка организации и оказания медицинской помощи с применением телемедицинских технологий» касается:	1	взаимодействия медработника с пациентом	1
122	10	Федеральная интегрированная электронная медицинская карта:	1	представляет собой обособленную независимо действующую подсистему	0
123	10	Служебная информация ограниченного распространения - это:	1	Несекретная информация, касающаяся деятельности организаций, ограничения на распространение которой диктуются служебной необходимостью	1
124	10	 Персональные данные - это:	1	Любая информация, относящаяся  прямо или косвенно к определенному или определяемому физическому лицу	1
125	10	"Техническая защита информации представляет
состояние защищенности информации, характеризуемое способностью персонала, технических средств и информационных технологий обеспечивать:"	1	"Целостность 
(защита информации от уничтожения, модифицирования, блокирования, копирования)"	1
126	10	Категория общедоступных персональных  данных включает:	1	Имя, фамилия и отчество субъекта.	1
127	10	Конфиденциальная информация предоставляется третьим лицам при:	1	Наличии письменного разрешения правообладателя информации -соответствующего органа (или его должностного лица), руководителя коммерческой компании, гражданина РФ на передачу её третьим лицам	1
128	10	Служебное расследование назначается при:	1	Наличии факта утраты или разглашения служебной информации ограниченного распространения	1
129	10	Дисциплинарное взыскание, которое работодатель имеет право применить в результате служебного расследования  по факту нарушения конфиденциального режима - это:	1	Замечание, выговор, увольнение по соответствующим основаниям	1
130	10	Информация о диагнозах заболеваний пациента, формируемая в медицинской документации, относится 	1	к персональным данным (не имеет категории)	0
131	10	Согласие на обработку персональных данных может быть дано: 	1	субъектом персональных данных	1
132	10	Правильное определение врачебной тайны 	1	врачебная тайна - это запрет для медицинского работника на распространение информации о пациенте вне медицинского учреждения	0
133	10	Запрет на разглашение врачебной тайны распространяется:	1	только на медицинский персонал	0
134	10	Информирование родителей (иных законных представителей)проводится при оказании медицинской помощи лицам в возрасте	1	до 15 лет включительно	0
135	10	Согласие пациента на разглашение его персональных сведений требуется, начиная с возраста	1	18 лет	0
136	10	Врачебные ошибки могут быть	1	диагностические	1
137	10	Врачу не ставится в обязанность информировать пациента	1	о характере и целях предлагаемого ему лечения	0
138	10	При создании единого федерального реестра медицинских свидетельств о смерти, который будет передавать сведения в «Единый госреестр записей актов гражданского состояния», регионы передают в органы госстатистики данные в виде	1	обезличенном	1
0	1	Экстренная профилактика, как мера воздействия на источник инфекции, преследует цели:	2	смягчить течение болезни;	0
1	1	Критерии введения карантина:	2	пораженные ботулизмом	0
2	1	Основные мероприятия Роспотребнадзора в ЧС:	2	выявление инфекционных больных и их лечение	0
3	1	Санитарно-эпидемиологические требования к качеству питьевой воды включают показатели и их нормативы, характеризующие еще 1 вариант ответа	2	безвредность химического состава	1
4	2	Когда проводится экстренная профилактика в очагах при возникновении ЧС	2	проводится после проведения эпидемиологической разведки	0
5	2	Профилактика клостридиального колита	2	применять пребиотики	1
6	2	методы диагностики этиологии острой диареи	2	ПЦР	1
7	2	Для диагностики гриппа применяют:	2	РИФ	1
8	2	Подтверждает диагноз коронавирусной инфекции выявление:	2	антител	1
9	2	Симптомы кори:	2	конъюктивит	1
10	2	Синдромы коронавирусной инфекции:	2	лихорадка	1
11	2	Вирус гепатита А передается путем: 	2	аэрозольным	0
12	2	Вирус гепатита В передается путем:	2	гемоконтактным	1
13	2	Признаки холеры:	2	лихорадка, боли в животе	0
14	2	Для диагностики сибирской язвы используют:	2	бактериоскопию	1
15	2	При лихорадке Денге характерно:	2	анемия	0
16	2	При геморрагической лихорадке с почечным синдромом развиваются:	2	пневмония	1
17	2	Тропическая малярия проявляетеся:	2	лихорадкой	1
18	2	Диагностика столбняка может быть:	2	выявление возбудителя	0
19	2	ВИЧ-инфекция передается путем:	2	гемоконтактным	1
20	3	При фармакокинетическом взаимодействии одно лекарственное средство может влиять на такие процессы другого, как:	2	Распределение	1
21	3	Факторами риска нежелательных влияний лекарственного средства являются 	2	Тяжелое и крайне тяжелое состояние пациента	1
22	3	Официальным источником информации о лекарственных средствах являются	2	Инструкции Государственного реестра лекарственых средств Минздрава РФ	1
23	3	При сборе фармакологического анамнеза необходимо выяснить у пациента 	2	Длительность применения данных ЛС	1
24	3	Оповещать о развитии НПР следует	2	При развитии серьезных НПР	0
25	4	Назовите виды медицинской помощи, установленные в Российской Федерации Федеральным законом №323-Ф3 от 21 ноября 2011 г.	2	Первая медицинская, первая врачебная, специализированная помощь	0
26	4	В основу медицинской сортировки при чрезвычайных ситуациях берется	2	Состояние раненого (больного) и нуждаемость в эвакуации на последующие этапы	0
27	4	Алгоритм оценки состояния пострадавших на месте происшествия	2	Оценка показателей гемодинамики, оценка дыхания, оценка неврологического статуса, осмотр локальных повреждений	0
28	4	Аварийно-спасательные работы при ликвидации ЧС - это	2	Спасение материальных и культурных ценностей	0
29	4	Принципы оказания медицинской помощи в ЧС:	2	Преемственность и последовательность проводимых лечебно-эвакуационных мероприятий, своевременность их выполнения	1
30	4	Режимы функционирования службы медицины катастроф:	2	Повседневной деятельности, повышенной готовности, чрезвычайной ситуации	1
31	5	Одной из основных задач микробиологической диагностики, при возникновении эпидемий является:	2	выявление причин, обусловливающих конкретную эпидемическую ситуацию	1
32	5	У человека чаще всего стрептококки вызывают заболевания:	2	мягких тканей	0
33	5	Эпидемический процесс, охватывающий все континенты - это:	2	эндемия	0
34	5	Здоровье является предпосылкой для:	2	повышения эффективности производства	1
35	5	В России установлены категории нормативно-технической документации, определяющей требования к объектам стандартизации:	2	технические условия (ТУ)	1
36	5	Особенностью внутрибольничных инфекций является:	2	одна и та же нозологическая форма может быть вызвана практически любым условно-патогенным микроорганизмом	1
37	5	Распространение неспецифических внутрибольничных инфекций связано с:	2	нарушением правил асептики и антисептики в лечебном учреждении	1
38	6	"Определение понятия "" Общественное здоровье""   "	2	состояние физического, социального и духовного состояния общества	0
39	1	Основные стратегические цели развития здравоохранения Российской Федерации	2	увеличение продолжительности здоровой жизни, снижение уровня смертности и инвалидности населения	1
40	6	"Федеральные проекты в структуре Национального проекта"" Здравоохранение"""	2	развитие детского здравоохранения	1
41	6	"Определение понятия "" медицинская помощь"" согласно Федерального закона "" Об охране здоровья граждан в Российской Федерации"" от 21.11.2011 №323-ФЗ"	2	медицинское вмешательство, направленное на профилактику, диагностику и лечение заболеваний, медицинскую реабилитацию и имеющих самостоятельное законченное значение	0
42	6	Условия оказания медицинской помощи:	2	дневной стационар	1
43	6	Формы оказания медицинской помощи 	2	неотложная	1
44	6	Цели диспансерного  динамического наблюдения  за гражданами, страдающими хроническими заболеваниями и функциональными расстройствами  	2	предупреждение обострений заболеваний, иных патологических состояний	1
45	6	Основные неинфекционные заболевания, ведущие к преждевременной смертности в Европейском регионе, по данным ВОЗ	2	эндокринные, онкологические заболевания, хронические заболевания органов пищеварения	0
46	6	Наибольшее значение среди факторов, формирующих здоровье населения крупных городов, по мнению ВОЗ, имеет	2	наследственность	0
47	6	Субъектами медико-правовых отношений являются	2	субъекты, получающие медицинскую помощь	1
48	6	Организация  охраны здоровья граждан в Российской Федерации осовывается  на функционировании и развитии систем здравоохранения 	2	государственной, негосударственной	0
49	6	Участники обязательного медицинского страхования	2	медицинские организации, страхователи, застрахованные лица	0
50	6	Программа государственных гарантий оказания гражданам Российской Федерации бесплатной медицинской помощи предусматривает	2	перечень медицинских организаций	0
51	6	Формы контроля качества и безопасности  медицинской деятельности 	2	ведомственный, вневедомственный	0
52	6	Внутренний контроль качества и безопасности  медицинской деятельности осуществляется организациями систем здравоохранения	2	государственной	0
53	6	Информатизация здравоохранения - это	2	информационные технологии, реализуемые в здравоохранении	0
54	6	Дистанционное наблюдение за состоянием здоровья пациента назначается	2	лечащим врачом после сбора анамнеза и дистанционного консультирования пациента	0
55	6	Документирование информации об оказании медицинской помощи пациенту с применением телемедицинских технологий  проводится	2	с использованием  усиленной квалифицированной электронной подписи медицинского работника	1
56	6	Медицинская статистика изучает 	2	взаимосвязь воспроизводства населения с медико-социальными факторами, влияющими на здоровье населения и разрабатывает на этой основе меры медицинского, социального, правового, экономического характера, направленные на улучшение здоровья	0
57	6	Основные разделы медицинской статистики 	2	статистика движения населения , статистика структуры заболеваемости  и смертности  населения	0
58	6	Анализ заболеваемости населения позволяет   давать оценку  и принимать  решения   	2	по потребности населения в медицинской помощи и необходимых финансовых затратах на ее оказание	0
59	7	Рациональной тактикой догоспитального лечения пострадавших с напряженным пневмотораксом является	2	Проведение оксигенотерапии, внутривенное ведение обезболивающих препаратов, госпитализация	0
60	7	Для ожогового шока характерно	2	Гиповолемия	1
61	7	Основным препаратом в экстренном лечении анафилактического шока является	2	Мезатон	0
62	7	Наиболее вероятными признаками проникающей раны живота являются	2	кровотечение из раны живота	0
63	7	При венозном кровотечении  повязка накладывается	2	Ниже места повреждения	0
64	7	Прием Геймлиха - это	2	Поддиафрагмальные толчки	1
65	7	При отеке гортани в качестве мер по обеспечению проходимости дыхательных путей показано	2	Применение глюкокортикоидов	0
66	7	При сердечно-легочной реанимации у взрослых разовая доза адреналина составляет	2	0,1 мг	0
67	7	У взрослых суммарная доза адреналина за время сердечно-легочной реанимации составляет	2	50 мг	0
68	7	Препаратом выбора для лечения желудочковой тахикардии типа пируэт является	2	Кальция хлорид	0
69	7	У взрослых сердечно-легочную реанимацию начинают при	2	Угнетении сознания	0
70	7	При проведении сердечно-легочной реанимации наивысший приоритет имеет	2	Интубация трахеи	0
71	7	 К лекарственным веществам, наиболее безопасным для снижения температуры у детей любого возраста, относятся	2	Анальгин	0
72	7	Характерным признаком перелома костей основания черепа является	2	истечение жидкости из носа	1
73	7	Промывание желудка на догоспитальном этапе при отравлении ядами прижигающего действия проводится                       	2	теплой содовой водой через зонд	0
74	7	При отравлении наркотиками специфическая терапия заключается во введении	2	бемегрида	0
75	7	Антидотом при отравлении метанолом является                                 	2	цитохром С	0
76	8	Защитные системы организма представлены	2	Гуморальным иммунитетом	1
77	8	К нейромедиаторам относят	2	Дофамин	1
78	8	Процессы старения контролируются	2	Длиной теломер	1
79	8	Клинико-диагностическое значение имеет определение в плазме крови белков	2	Иммуноглобулинов	1
80	8	Наиболее выраженное повышение уровня С-реактивного  белка наблюдают при	2	Склеродермии	0
81	8	Антигены — это	2	Низкомолекулярные соединения	0
82	8	Основной углевод крови это	2	Маннитол	0
83	8	Вся соединительная ткань содержит	2	Липиды	0
84	8	Факторы риска для развития атеросклероза	2	Повышенный уровень триглицеридов	0
85	8	Геном человека - это	2	Энергетический аппарат клетки	0
86	8	Секвенирование ДНК используется в диагностике	2	Анемий	0
87	8	К методам молекулярной биологии относятся	2	Химические	1
88	8	Основным методом  молекулярной и генетической диагностики является	2	Иммуноферментный анализ (ИФА)	0
89	8	Технологии прижизненной визуализации in vivo 	2	Ультрозвуковые методы	1
90	9	Личность - это:	2	индивидуальные проявления мышления, памяти, способностей, ощущений, восприятия, которые зависят и от врождённых факторов и от их развития	0
91	9	Характер - это	2	выраженность той или иной черты	0
92	9	Психосоматическая медицина 	2	реализует комплексный биопсихосоциальный подход к больному	1
93	9	Психологические защиты личности:	2	могут нести разрушающее воздействие на личность	1
94	9	Социальная сущность профессии врача предполагает:	2	гуманность	1
95	9	Общение выполняет следующие функции:	2	подтверждающую	1
96	9	Коммуникативный барьер возникает по причинам:	2	возрастным	0
97	9	Обратная связь в общении способствует:	2	избеганию конфликтов	0
98	9	К ошибкам слушания относятся:	2	помалкивание	0
99	9	Косвенная обратная связь в общении	2	создаёт конфликтную ситуацию	0
100	9	В структуре общения выделяют:	2	интерактивную сторону	1
101	9	Компетентность - это:	2	готовность и способность к осуществлению профессиональной деятельности	1
102	9	Умение это:	2	способность решать практические задачи	0
103	9	Преподавание - это:	2	процесс, в ходе которого возникают новые формы поведения и деятельности, изменяются ранее приобретённые.	0
104	9	К методам формирования сознания личности относятся:	2	упражнение, приучение, педагогическое требование, общественное мнение, поручение.	0
105	9	Методы обучения в дидактике позволяют ответить на вопрос:	2	чему учить	0
106	9	Понятие в обучении - это важнейший элемент	2	памяти	0
107	9	Метод конкретных ситуаций строится на основе разбора:	2	реальных случаев из практики преподавателя	0
108	9	Учебный процесс - это:	2	процесс управления формированием активной личности, развития её психических свойств, социальных и профессиональных качеств	0
109	9	Невербальная коммуникация - это процесс общения с помощью:	2	письма	0
110	9	Способности определяются как…:	2	приобретённые знания, умения, навыки	0
111	9	 К методам убеждения относятся:	2	лекция	0
112	10	Понятие Информационная безопасность формируют:	2	обязательная авторизация пользователей для доступа к информации ИС	0
113	10	Если пациент хочет помимо электронной амбулаторной карты вести бумажный её вариант:	2	он должен понимать, что это возможно только для хронических больных	0
114	10	Объектом описания технологических информационных медицинских систем (ТИМС) является:	2	медицинский работник	0
115	10	Объектом описания статистико-аналитических информационных медицинских систем (САМС) является:	2	финансовые документы, лекарства, материально-технические средства медицинского назначения	0
116	10	Объектом описания справочно-информационных медицинских информационных систем являются:	2	финансовые документы, лекарства, материально-технические средства	0
117	10	Целью Федерального закона №152-ФЗ является: 	2	обработка (в т.ч. хранении и передача) персональных данных физическими лицами, а также юридическими лицами	0
118	10	Медицинские информационные системы (МИСы) - это	2	диагностические и консультирующие системы	1
119	10	Сетевой этикет как набор правил для уважительного и уместного общения в интернете:	2	сформированные практикой нормы общения	1
120	10	Согласно приказу Минздрава РФ от 7 сентября 2020г. №947н «Об утверждении Порядка организации системы документооборота в сфере охраны здоровья в части ведения медицинской документации в форме электронных документов»:	2	медицинской организации предоставлено право принятия решения о ведении медицинской документации (исключительно) в форме электронных медицинских документов	1
121	10	Приказ Минздрава РФ от 30 ноября 2017 года №965н «Об утверждении порядка организации и оказания медицинской помощи с применением телемедицинских технологий» касается:	2	дистанционного наблюдения за состоянием здоровья пациента	1
122	10	Федеральная интегрированная электронная медицинская карта:	2	является частью ЕГИСЗ	1
123	10	Служебная информация ограниченного распространения - это:	2	Информация, содержащая сведения составляющие государственную тайну	0
124	10	 Персональные данные - это:	2	Госномер транспортного средства	0
125	10	"Техническая защита информации представляет
состояние защищенности информации, характеризуемое способностью персонала, технических средств и информационных технологий обеспечивать:"	2	Конфиденциальность                 (т. е. сохранение в тайне    от субъектов, не имеющих полномочий на ознакомление с ней)	1
126	10	Категория общедоступных персональных  данных включает:	2	Месяц, год и день рождения.	1
127	10	Конфиденциальная информация предоставляется третьим лицам при:	2	Получении мотивированного запроса (требования) от правоохранительных органов, прокуратуры, ФСН, банка и др на предоставление конфиденциальной информации	1
128	10	Служебное расследование назначается при:	2	Нарушении работником трудовой дисциплины и необходимость привлечения работника к дисциплинарной ответственности	1
129	10	Дисциплинарное взыскание, которое работодатель имеет право применить в результате служебного расследования  по факту нарушения конфиденциального режима - это:	2	Штраф, дисквалификация, конфискация	0
130	10	Информация о диагнозах заболеваний пациента, формируемая в медицинской документации, относится 	2	к персональным данным специальной категории	1
131	10	Согласие на обработку персональных данных может быть дано: 	2	его полномочным представителем	1
132	10	Правильное определение врачебной тайны 	2	врачебная тайна - это запрет для медицинского работника (или другого лица)  на распространение информации о пациенте вне медицинского учреждения	0
133	10	Запрет на разглашение врачебной тайны распространяется:	2	на всех лиц, которым сведения врачебной тайны стали известны при обучении, исполнении трудовых, должностных, служебных и иных обязанностей	1
134	10	Информирование родителей (иных законных представителей)проводится при оказании медицинской помощи лицам в возрасте	2	до 15 лет включительно, если подросток не приобрел гражданскую дееспособность	1
135	10	Согласие пациента на разглашение его персональных сведений требуется, начиная с возраста	2	17 лет	0
136	10	Врачебные ошибки могут быть	2	тактические	1
137	10	Врачу не ставится в обязанность информировать пациента	2	о связанном с лечением существенном риске	0
138	10	При создании единого федерального реестра медицинских свидетельств о смерти, который будет передавать сведения в «Единый госреестр записей актов гражданского состояния», регионы передают в органы госстатистики данные в виде	2	персонализированном	0
0	1	Экстренная профилактика, как мера воздействия на источник инфекции, преследует цели:	3	снизить летальность;	0
1	1	Критерии введения карантина:	3	групповые заболевания контагиозными инфекциями с их нарастанием в короткий срок	1
2	1	Основные мероприятия Роспотребнадзора в ЧС:	3	проведение дезинфекционных мероприятий в очаге и санобработка на ЭМЭ	1
3	1	Санитарно-эпидемиологические требования к качеству питьевой воды включают показатели и их нормативы, характеризующие еще 1 вариант ответа	3	безвредность химического состава	1
4	2	Когда проводится экстренная профилактика в очагах при возникновении ЧС	3	профодится при возникновении случаев особоопасных инфекций в очагах	1
5	2	Профилактика клостридиального колита	3	применять сорбенты	0
